transaction_id,opportunity_name,product_id,store_id,quantity,selling_price,discount_amount,transaction_timestamp,payment_mode,sales_channel
TXN000059,Elite Appliances Order 73,P0004,S002,2,6680,386,28-Mar-2026 08.36.25 PM,Cash,Online
TXN000060,Fresh Lifestyle Order 92,P0020,S002,2,83872,10381,20-Jan-2026 10.09.09 PM,Card,Online
TXN000061,Value Fashion Order 4,P0013,S005,1,17614,1199,05-Jan-2026 03.14.56 AM,Net Banking,Online
TXN000062,Metro Electronics Order 67,P0013,S001,2,86616,8503,07-Mar-2026 11.14.00 PM,Cash,Online
TXN000063,Fresh Lifestyle Order 92,P0003,S005,4,955,59,31-Mar-2026 02.46.33 AM,Cash,Online
TXN000064,Metro Electronics Order 67,P0012,S004,1,103407,14700,27-Jan-2026 03.38.16 PM,Cash,Online
TXN000065,Royal Furniture Order 57,P0011,S002,3,108045,14348,05-Feb-2026 06.28.11 AM,UPI,Online
TXN000066,Royal Groceries Order 100,P0011,S004,2,61244,3204,17-Feb-2026 09.52.14 AM,UPI,Online
TXN000067,Fresh Electronics Order 65,P0001,S001,2,886,51,27-Mar-2026 11.36.28 PM,Card,Store
TXN000068,Fresh Appliances Order 15,P0020,S002,3,85058,9668,05-Feb-2026 01.32.14 AM,UPI,Online
TXN000069,Quick Appliances Order 97,P0005,S005,2,87123,3196,31-Jan-2026 11.14.17 AM,Net Banking,Store
TXN000070,Value Electronics Order 98,P0007,S002,4,45232,5191,05-Feb-2026 01.34.22 AM,UPI,Online
TXN000071,Metro Lifestyle Order 44,P0005,S003,5,22414,1731,27-Mar-2026 07.00.08 AM,UPI,Online
TXN000072,Fresh Accessories Order 50,P0017,S005,4,55737,3592,03-Feb-2026 08.27.24 PM,UPI,Store
TXN000073,Modern Lifestyle Order 58,P0014,S005,1,113377,12519,22-Feb-2026 02.09.05 PM,Card,Store
TXN000074,Metro Lifestyle Order 55,P0010,S003,4,17889,173,31-Jan-2026 09.58.45 PM,Cash,Store
TXN000075,Quick Electronics Order 5,P0019,S005,4,47106,5244,25-Mar-2026 09.19.10 AM,UPI,Store
TXN000076,Global Appliances Order 88,P0008,S003,5,106712,9165,11-Jan-2026 01.36.25 AM,Cash,Online
TXN000077,Mega Appliances Order 49,P0015,S002,4,78014,1347,16-Mar-2026 02.33.29 AM,UPI,Online
TXN000078,Metro Electronics Order 43,P0008,S005,4,78436,11257,05-Feb-2026 09.40.14 PM,UPI,Online
TXN000079,Mega Appliances Order 49,P0007,S001,2,37956,3589,06-Jan-2026 01.07.33 PM,Net Banking,Store
TXN000080,Elite Fashion Order 71,P0006,S002,2,20021,1180,31-Jan-2026 01.01.23 PM,UPI,Store
TXN000081,Quick Furniture Order 48,P0010,S005,1,86138,7447,04-Feb-2026 05.23.49 AM,Cash,Online
TXN000082,Smart Electronics Order 66,P0002,S005,4,79542,7556,27-Feb-2026 04.14.27 AM,Cash,Online
TXN000083,Urban Lifestyle Order 46,P0016,S002,5,25916,1486,04-Feb-2026 09.18.01 AM,UPI,Online
TXN000084,Urban Mobile Order 42,P0020,S003,1,38411,147,16-Feb-2026 03.44.12 AM,Card,Store
TXN000085,Urban Electronics Order 62,P0011,S003,2,93611,1513,25-Mar-2026 07.54.57 PM,UPI,Store
TXN000086,Metro Mobile Order 38,P0012,S002,3,86777,1763,01-Jan-2026 10.08.35 AM,Card,Store
TXN000087,Royal Electronics Order 72,P0008,S003,1,78315,10045,02-Mar-2026 02.31.48 AM,UPI,Online
TXN000088,Modern Lifestyle Order 58,P0006,S001,5,114511,1759,17-Mar-2026 12.31.34 AM,UPI,Online
TXN000089,Urban Electronics Order 87,P0016,S002,3,15281,291,30-Mar-2026 10.15.01 AM,Net Banking,Online
TXN000090,Prime Groceries Order 33,P0005,S001,3,115098,3023,11-Mar-2026 06.53.40 AM,Cash,Store
TXN000091,Royal Electronics Order 72,P0014,S001,4,88131,9764,01-Apr-2026 02.41.14 AM,UPI,Store
TXN000092,Global Mobile Order 69,P0003,S002,5,34312,388,18-Mar-2026 03.57.31 AM,Card,Store
TXN000093,Royal Groceries Order 100,P0006,S005,5,14892,329,13-Feb-2026 08.03.04 AM,Cash,Online
TXN000094,Smart Electronics Order 66,P0020,S004,4,86603,4211,21-Feb-2026 09.15.49 AM,Cash,Store
TXN000095,Value Groceries Order 45,P0011,S005,4,58528,927,15-Feb-2026 04.51.21 AM,Cash,Online
TXN000096,Mega Fashion Order 40,P0019,S005,1,95161,5023,24-Feb-2026 07.33.33 AM,Cash,Store
TXN000097,Mega Groceries Order 10,P0013,S004,2,56574,4425,14-Feb-2026 05.20.06 PM,Card,Store
TXN000098,Modern Lifestyle Order 18,P0011,S005,2,110801,15865,07-Jan-2026 09.56.08 PM,Net Banking,Store
TXN000099,Royal Lifestyle Order 32,P0011,S003,5,61283,166,06-Jan-2026 05.00.07 AM,Net Banking,Online
TXN000100,Prime Groceries Order 33,P0015,S003,5,96868,13839,31-Jan-2026 12.52.32 PM,UPI,Online
TXN000101,Quick Furniture Order 60,P0012,S003,4,59932,6520,22-Mar-2026 10.19.17 PM,Card,Store
TXN000102,Value Accessories Order 12,P0006,S005,4,70490,2712,07-Feb-2026 05.28.23 PM,Net Banking,Online
TXN000103,Elite Mobile Order 14,P0003,S001,2,18886,2717,13-Feb-2026 09.31.39 AM,Card,Online
TXN000104,Royal Electronics Order 72,P0015,S005,5,47306,706,18-Feb-2026 04.40.16 PM,Net Banking,Online
TXN000105,Value Lifestyle Order 68,P0002,S001,4,5659,606,20-Jan-2026 06.10.51 PM,Card,Store
TXN000106,Smart Fashion Order 79,P0011,S001,4,25618,2828,22-Mar-2026 09.35.32 PM,UPI,Store
TXN000107,Smart Mobile Order 64,P0003,S003,5,66246,4225,02-Feb-2026 10.52.03 AM,Cash,Online
TXN000108,Royal Electronics Order 72,P0007,S004,5,13555,1426,01-Apr-2026 07.22.11 AM,Net Banking,Online
TXN000109,Elite Electronics Order 52,P0018,S001,5,32796,4560,05-Mar-2026 09.25.07 PM,Cash,Online
TXN000110,Quick Groceries Order 34,P0008,S003,4,95478,2548,28-Jan-2026 08.31.30 PM,Net Banking,Online
TXN000111,Royal Mobile Order 23,P0005,S005,2,10470,882,16-Mar-2026 05.27.44 PM,Card,Store
TXN000112,Modern Lifestyle Order 58,P0010,S005,3,90810,1705,14-Jan-2026 06.45.25 PM,Net Banking,Store
TXN000113,Fresh Furniture Order 53,P0003,S002,2,34958,3668,01-Jan-2026 03.04.29 PM,Net Banking,Store
TXN000114,Royal Mobile Order 23,P0019,S004,4,83301,3998,26-Feb-2026 07.10.12 PM,UPI,Store
TXN000115,Modern Mobile Order 94,P0005,S001,2,79282,9083,01-Apr-2026 01.34.59 AM,Card,Online
TXN000116,Fresh Furniture Order 53,P0009,S005,5,46408,246,23-Jan-2026 02.40.52 AM,Net Banking,Store
TXN000117,Modern Accessories Order 20,P0005,S005,5,102984,7985,22-Mar-2026 05.33.53 AM,Card,Store
TXN000118,Global Appliances Order 51,P0012,S001,1,25354,2799,20-Feb-2026 07.48.21 AM,UPI,Store
TXN000119,Prime Groceries Order 78,P0020,S003,3,63662,8260,10-Feb-2026 04.47.31 AM,UPI,Store
TXN000120,Urban Electronics Order 62,P0001,S005,1,31108,1446,28-Jan-2026 08.09.12 PM,Card,Online
TXN000121,Fresh Electronics Order 85,P0007,S003,4,90602,7242,24-Mar-2026 07.12.37 AM,UPI,Store
TXN000122,Quick Fashion Order 41,P0007,S004,1,67033,3260,09-Mar-2026 04.02.07 AM,Cash,Online
TXN000123,Royal Lifestyle Order 32,P0020,S004,3,57841,6750,01-Apr-2026 08.36.39 PM,Cash,Online
TXN000124,Modern Mobile Order 94,P0018,S003,2,14316,2081,20-Mar-2026 08.05.09 AM,Cash,Store
TXN000125,Value Electronics Order 98,P0016,S002,5,93502,8676,20-Feb-2026 03.20.09 AM,Card,Store
TXN000126,Value Lifestyle Order 61,P0018,S002,5,21379,2254,27-Jan-2026 10.30.13 AM,Cash,Store
TXN000127,Urban Lifestyle Order 46,P0009,S004,4,88974,1482,18-Feb-2026 04.16.37 AM,Cash,Online
TXN000128,Value Lifestyle Order 68,P0014,S003,5,41533,541,24-Jan-2026 06.56.43 PM,Net Banking,Online
TXN000129,Quick Accessories Order 29,P0017,S003,4,96576,4180,27-Mar-2026 08.09.24 PM,Cash,Store
TXN000130,Mega Fashion Order 40,P0004,S001,2,22467,3092,26-Feb-2026 10.54.35 AM,Cash,Online
TXN000131,Fresh Appliances Order 15,P0012,S005,2,30364,3155,03-Mar-2026 05.41.20 PM,Cash,Online
TXN000132,Metro Fashion Order 36,P0011,S003,3,93257,2067,17-Feb-2026 07.23.13 AM,Net Banking,Store
TXN000133,Fresh Mobile Order 1,P0015,S001,1,94224,10429,22-Jan-2026 09.09.53 PM,Net Banking,Store
TXN000134,Fresh Furniture Order 53,P0004,S001,5,53754,438,08-Jan-2026 10.38.50 AM,Card,Store
TXN000135,Urban Lifestyle Order 46,P0004,S005,5,71302,8381,05-Feb-2026 06.20.21 PM,UPI,Store
TXN000136,Quick Groceries Order 76,P0014,S004,5,108861,12445,08-Jan-2026 02.33.25 PM,Cash,Store
TXN000137,Modern Mobile Order 94,P0011,S002,4,28939,2424,05-Feb-2026 07.34.45 PM,Card,Store
TXN000138,Smart Mobile Order 64,P0015,S005,4,37223,3369,18-Jan-2026 07.28.48 PM,Net Banking,Store
TXN000139,Quick Appliances Order 82,P0005,S005,3,34106,1343,29-Jan-2026 10.01.33 AM,Card,Store
TXN000140,Modern Mobile Order 93,P0017,S002,5,50435,1222,10-Jan-2026 03.43.21 AM,UPI,Online
TXN000141,Urban Lifestyle Order 46,P0013,S001,2,26102,2772,23-Jan-2026 12.49.13 AM,Cash,Store
TXN000142,Mega Fashion Order 40,P0018,S002,1,4191,117,18-Jan-2026 11.26.08 PM,UPI,Online
TXN000143,Quick Groceries Order 76,P0011,S003,3,51584,2353,06-Mar-2026 04.18.22 PM,Cash,Store
TXN000144,Quick Appliances Order 97,P0009,S004,5,26964,3049,28-Feb-2026 12.39.48 AM,UPI,Online
TXN000145,Elite Fashion Order 96,P0010,S001,4,45465,2051,16-Feb-2026 07.01.57 AM,Net Banking,Store
TXN000146,Elite Appliances Order 73,P0006,S002,1,81394,6633,24-Jan-2026 05.58.59 AM,Card,Online
TXN000147,Urban Mobile Order 3,P0017,S002,1,53177,4295,08-Jan-2026 05.20.46 PM,UPI,Store
TXN000148,Smart Fashion Order 79,P0013,S003,1,74203,4582,03-Mar-2026 06.24.41 AM,Net Banking,Store
TXN000149,Elite Mobile Order 14,P0007,S002,5,70946,5926,05-Feb-2026 08.27.59 PM,Cash,Store
TXN000150,Quick Appliances Order 97,P0020,S001,1,4804,468,25-Feb-2026 10.31.52 AM,Cash,Online
TXN000151,Royal Lifestyle Order 32,P0020,S005,2,2535,208,12-Mar-2026 12.26.16 AM,Cash,Online
TXN000152,Urban Lifestyle Order 74,P0007,S003,2,97623,687,21-Jan-2026 02.28.49 AM,Net Banking,Online
TXN000153,Elite Fashion Order 86,P0015,S003,5,54415,2901,31-Jan-2026 07.13.10 PM,Cash,Online
TXN000154,Modern Lifestyle Order 18,P0016,S005,3,85474,7195,01-Jan-2026 10.11.56 AM,Card,Store
TXN000155,Modern Lifestyle Order 18,P0002,S003,4,92779,13208,24-Mar-2026 10.36.23 AM,UPI,Online
TXN000156,Urban Furniture Order 7,P0015,S005,4,10573,349,08-Jan-2026 07.40.33 PM,Cash,Online
TXN000157,Smart Fashion Order 79,P0012,S002,4,78280,694,28-Feb-2026 07.39.48 AM,Card,Store
TXN000158,Prime Groceries Order 78,P0008,S004,5,94477,13963,20-Jan-2026 06.37.10 PM,Cash,Online
TXN000159,Value Fashion Order 4,P0001,S005,4,65984,3855,27-Mar-2026 01.17.16 AM,UPI,Online
TXN000160,Smart Electronics Order 66,P0005,S001,5,28803,973,24-Jan-2026 03.25.10 PM,Cash,Online
TXN000161,Quick Appliances Order 22,P0017,S003,2,63975,636,23-Jan-2026 05.01.13 PM,Card,Online
TXN000162,Value Fashion Order 95,P0011,S004,3,52811,2300,25-Jan-2026 12.23.48 AM,Card,Online
TXN000163,Global Electronics Order 9,P0014,S002,5,113718,1123,04-Feb-2026 02.10.45 PM,Card,Store
TXN000164,Global Appliances Order 88,P0003,S003,3,30371,4084,28-Mar-2026 11.57.16 AM,Net Banking,Store
TXN000165,Elite Furniture Order 54,P0011,S004,5,65857,4945,21-Jan-2026 10.33.59 AM,Cash,Online
TXN000166,Quick Furniture Order 48,P0003,S003,4,57503,1546,19-Mar-2026 07.14.10 PM,UPI,Online
TXN000167,Global Electronics Order 9,P0014,S005,5,97769,10110,12-Mar-2026 07.34.37 AM,Card,Online
TXN000168,Prime Groceries Order 78,P0014,S003,5,25137,3234,22-Feb-2026 09.16.47 AM,Card,Online
TXN000169,Fresh Lifestyle Order 92,P0005,S005,1,85246,8403,18-Jan-2026 09.27.51 AM,Card,Store
TXN000170,Quick Appliances Order 82,P0015,S004,5,48905,4060,19-Jan-2026 03.47.26 AM,Cash,Store
TXN000171,Fresh Appliances Order 15,P0003,S001,2,50359,2337,24-Feb-2026 09.43.22 PM,Cash,Online
TXN000172,Value Groceries Order 45,P0016,S001,1,112201,1940,10-Mar-2026 02.03.24 AM,UPI,Online
TXN000173,Quick Groceries Order 91,P0004,S004,1,55849,1297,16-Feb-2026 11.59.45 PM,Cash,Store
TXN000174,Value Groceries Order 45,P0002,S001,1,55173,497,16-Mar-2026 03.44.09 AM,UPI,Store
TXN000175,Prime Fashion Order 19,P0016,S004,3,107418,13711,14-Mar-2026 09.25.30 PM,Cash,Online
TXN000176,Quick Groceries Order 76,P0014,S003,2,24648,3350,05-Jan-2026 02.24.19 AM,Cash,Online
TXN000177,Modern Lifestyle Order 17,P0012,S001,5,93103,3075,09-Jan-2026 07.31.30 PM,Card,Store
TXN000178,Urban Appliances Order 37,P0017,S005,2,104676,15440,29-Jan-2026 01.34.54 AM,Card,Online
TXN000179,Metro Electronics Order 67,P0013,S005,3,41564,3051,07-Jan-2026 01.34.41 PM,Cash,Online
TXN000180,Quick Groceries Order 34,P0016,S001,5,70832,9336,11-Jan-2026 08.23.27 AM,UPI,Store
TXN000181,Value Accessories Order 12,P0004,S002,4,56911,4635,25-Jan-2026 10.56.57 PM,Net Banking,Store
TXN000182,Urban Furniture Order 35,P0002,S002,1,114620,10538,23-Jan-2026 06.57.21 AM,UPI,Store
TXN000183,Urban Electronics Order 62,P0003,S004,1,38873,2924,23-Feb-2026 07.26.30 PM,Net Banking,Online
TXN000184,Urban Furniture Order 7,P0014,S004,3,31142,1835,22-Jan-2026 08.41.31 PM,UPI,Online
TXN000185,Mega Mobile Order 26,P0006,S002,4,60108,5170,18-Mar-2026 07.48.04 AM,Cash,Store
TXN000186,Elite Accessories Order 2,P0014,S001,2,28475,2863,20-Mar-2026 12.45.16 PM,Net Banking,Online
TXN000187,Elite Furniture Order 54,P0004,S002,4,94005,5761,17-Feb-2026 05.01.49 AM,Card,Store
TXN000188,Smart Mobile Order 80,P0007,S001,3,4401,604,14-Jan-2026 11.55.22 AM,UPI,Online
TXN000189,Prime Fashion Order 19,P0014,S003,3,24878,796,10-Mar-2026 12.23.44 AM,Card,Online
TXN000190,Smart Fashion Order 79,P0004,S002,1,114517,14014,22-Feb-2026 03.28.04 PM,Cash,Store
TXN000191,Fresh Furniture Order 53,P0001,S002,2,76398,2950,17-Mar-2026 12.00.26 PM,Cash,Online
TXN000192,Royal Groceries Order 59,P0020,S003,4,118056,16501,08-Feb-2026 05.25.13 PM,Card,Online
TXN000193,Elite Appliances Order 73,P0015,S004,5,100080,1441,19-Feb-2026 03.40.13 PM,UPI,Online
TXN000194,Quick Groceries Order 76,P0016,S002,-1,111403,7395,24-Mar-2026 06.07.49 AM,Cash,Store
TXN000195,Quick Groceries Order 91,P0003,S001,5,17498,1938,22-Feb-2026 05.15.37 PM,UPI,Online
TXN000196,Metro Fashion Order 30,P0017,S003,4,20178,1155,27-Feb-2026 06.18.38 PM,Card,Online
TXN000197,Quick Groceries Order 76,P0016,S005,4,27733,2977,23-Mar-2026 10.00.36 AM,Cash,Store
TXN000198,Fresh Electronics Order 75,P0016,S005,1,16629,462,26-Feb-2026 09.20.48 PM,Net Banking,Online
TXN000199,Elite Accessories Order 13,P0011,S005,5,42196,4369,18-Mar-2026 05.58.58 PM,Cash,Store
TXN000200,Global Electronics Order 9,P0002,S004,3,102709,5311,01-Apr-2026 10.18.49 PM,Cash,Store
TXN000201,Royal Groceries Order 59,P0017,S004,2,79819,6031,27-Jan-2026 12.04.34 PM,UPI,Online
TXN000202,Value Lifestyle Order 68,P0004,S002,5,88104,9804,25-Mar-2026 12.18.00 AM,Cash,Store
TXN000203,Royal Groceries Order 100,P0012,S004,3,98951,8156,28-Feb-2026 07.35.15 PM,Cash,Store
TXN000204,Modern Mobile Order 93,P0005,S002,3,50882,4201,07-Mar-2026 03.22.52 PM,Cash,Store
TXN000205,Value Groceries Order 25,P0009,S004,2,27320,3950,12-Jan-2026 02.34.56 AM,UPI,Online
TXN000206,Metro Groceries Order 24,P0004,S004,2,95579,9995,24-Jan-2026 11.53.36 PM,Card,Online
TXN000207,Modern Mobile Order 93,P0018,S002,1,32825,3900,24-Feb-2026 10.25.20 PM,Cash,Store
TXN000208,Elite Accessories Order 28,P0016,S004,2,98423,2956,21-Jan-2026 08.47.00 PM,Net Banking,Online
TXN000209,Global Appliances Order 88,P0004,S004,2,119389,4044,09-Jan-2026 06.18.58 PM,Net Banking,Store
TXN000210,Global Mobile Order 69,P0001,S005,5,50882,6830,17-Jan-2026 03.24.09 AM,Card,Online
TXN000211,Quick Fashion Order 41,P0008,S003,2,6881,132,07-Jan-2026 03.47.54 PM,Cash,Online
TXN000212,Mega Fashion Order 40,P0016,S004,3,5649,283,28-Feb-2026 04.24.05 PM,UPI,Store
TXN000213,Urban Furniture Order 7,P0003,S002,4,36091,3346,07-Jan-2026 05.31.30 PM,UPI,Online
TXN000214,Prime Groceries Order 78,P0012,S001,3,72759,10421,17-Mar-2026 03.06.06 PM,Net Banking,Store
TXN000215,Quick Groceries Order 91,P0014,S004,4,34065,2430,19-Jan-2026 01.34.33 PM,Net Banking,Store
TXN000216,Royal Lifestyle Order 32,P0010,S002,1,61128,3102,12-Feb-2026 07.05.40 AM,Card,Store
TXN000217,Fresh Accessories Order 50,P0004,S003,1,19065,-50,20-Jan-2026 11.05.57 AM,UPI,Store
TXN000218,Modern Mobile Order 93,P0016,S003,5,80266,8152,26-Jan-2026 12.53.50 AM,Cash,Online
TXN000219,Metro Mobile Order 38,P0002,S005,2,100282,13856,11-Jan-2026 08.49.08 PM,Cash,Store
TXN000220,Modern Lifestyle Order 18,P0003,S004,4,72896,7992,24-Mar-2026 11.10.33 AM,UPI,Online
TXN000221,Elite Fashion Order 96,P0006,S003,4,79125,7735,01-Feb-2026 03.00.50 AM,UPI,Store
TXN000222,Quick Groceries Order 34,P0005,S005,5,102182,3988,07-Feb-2026 12.18.21 PM,UPI,Store
TXN000223,Mega Fashion Order 40,P0007,S005,5,62126,7537,17-Jan-2026 10.46.20 PM,Cash,Store
TXN000224,Royal Lifestyle Order 84,P0008,S002,3,96324,9291,27-Feb-2026 11.56.19 AM,Card,Online
TXN000225,Global Appliances Order 51,P0015,S003,1,88693,3668,25-Mar-2026 10.16.14 AM,UPI,Store
TXN000226,Elite Mobile Order 14,P0009,S002,5,94289,5599,09-Feb-2026 05.44.03 PM,Card,Store
TXN000227,Royal Electronics Order 72,P0001,S002,3,29972,2701,11-Mar-2026 01.21.36 PM,Cash,Store
TXN000228,Urban Mobile Order 42,P0003,S005,1,56192,3276,16-Mar-2026 05.58.47 PM,Net Banking,Store
TXN000229,Urban Mobile Order 3,P0005,S002,2,27733,1271,11-Jan-2026 08.32.46 PM,Card,Store
TXN000230,Royal Groceries Order 59,P0005,S004,1,54825,4258,25-Jan-2026 08.44.33 PM,Net Banking,Online
TXN000231,Value Groceries Order 45,P0011,S001,4,64780,6689,23-Jan-2026 10.14.21 AM,UPI,Store
TXN000232,Mega Appliances Order 49,P0011,S005,2,54700,2541,10-Jan-2026 03.28.50 PM,UPI,Store
TXN000233,Royal Electronics Order 72,P0010,S001,1,90090,9495,14-Mar-2026 08.52.51 AM,Cash,Store
TXN000234,Fresh Groceries Order 39,P0020,S004,3,102650,14674,22-Mar-2026 11.30.40 PM,Net Banking,Store
TXN000235,Elite Furniture Order 54,P0006,S004,5,70241,812,25-Feb-2026 11.09.13 AM,UPI,Store
TXN000236,Royal Groceries Order 100,P0002,S005,1,116287,15716,30-Mar-2026 01.07.28 AM,Card,Store
TXN000237,Prime Mobile Order 90,P0014,S003,5,112363,4573,30-Mar-2026 05.57.23 AM,Card,Store
TXN000238,Metro Lifestyle Order 55,P0010,S004,2,77877,6858,12-Jan-2026 03.55.59 PM,Card,Store
